ID,Name,Description,Contributor,Citation,Examples_Count
glossa4978,Phonology and orthography: The orthographic characterization of rendaku and Lyman’s Law,,"Kawahara, Shigeto","Kawahara, Shigeto. 2018. Phonology and orthography: The orthographic characterization of rendaku and Lyman’s Law. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.368. Open Library of Humanities.",0
glossa4979,Universals in possessive morphology,,"van Baal, Yvonne and Don, Jan","Baal, Yvonne van & Jan Don. 2018. Universals in possessive morphology. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.395. Open Library of Humanities.",4
glossa4980,Suspended Affixation as Morpheme Ellipsis: Evidence from Ossetic Alternative Questions,,"Erschler, David","Erschler, David. 2018. Suspended Affixation as Morpheme Ellipsis: Evidence from Ossetic Alternative Questions. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.501. Open Library of Humanities.",114
glossa4981,Post-focal and factive deaccentuation in Persian,,"Rahmani, Hamed and Rietveld, Toni and Gussenhoven, Carlos","Rahmani, Hamed, Toni Rietveld & Carlos Gussenhoven. 2018. Post-focal and factive deaccentuation in Persian. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.328. Open Library of Humanities.",15
glossa4982,"A unified semantics for the Japanese Q-particle ka in indefinites, questions and disjunctions",,"Uegaki, Wataru","Uegaki, Wataru. 2018. A unified semantics for the Japanese Q-particle ka in indefinites, questions and disjunctions. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.238. Open Library of Humanities.",74
glossa4983,*ABA and the combinatorics of morphological features,,"Bobaljik, Jonathan David and Sauerland, Uli","Bobaljik, Jonathan David & Uli Sauerland. 2018. *ABA and the combinatorics of morphological features. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.345. Open Library of Humanities.",0
glossa4984,To accommodate or to ignore?: The presuppositions of again and continue across contexts,,"Bacovcin, Hezekiah Akiva and Zehr, Jeremy and Schwarz, Florian","Bacovcin, Hezekiah Akiva, Jeremy Zehr & Florian Schwarz. 2018. To accommodate or to ignore?: The presuppositions of again and continue across contexts. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.402. Open Library of Humanities.",0
glossa4985,Intervention effects in the relative clauses of agrammatics: The role of gender and case,,"Terzi, Arhonto and Nanousi, Vicky","Terzi, Arhonto & Vicky Nanousi. 2018. Intervention effects in the relative clauses of agrammatics: The role of gender and case. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.274. Open Library of Humanities.",16
glossa4986,Reciprocal expressions and the Maximal Typicality Hypothesis,,"Poortman, Eva B. and Struiksma, Marijn E. and Kerem, Nir and Friedmann, Naama and Winter, Yoad","Poortman, Eva B., Marijn E. Struiksma, Nir Kerem, Naama Friedmann & Yoad Winter. 2018. Reciprocal expressions and the Maximal Typicality Hypothesis. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.180. Open Library of Humanities.",1
glossa4987,The cost of raising quantifiers,,"Wurmbrand, Susanne","Wurmbrand, Susanne. 2018. The cost of raising quantifiers. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.329. Open Library of Humanities.",2
glossa4988,Is German discourse-configurational? Experimental evidence for a topic position,,"Störzer, Melanie and Stolterfoht, Britta","Störzer, Melanie & Britta Stolterfoht. 2018. Is German discourse-configurational? Experimental evidence for a topic position. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.122. Open Library of Humanities.",30
glossa4989,The structure of approximative numerals in German,,"Pankau, Andreas","Pankau, Andreas. 2018. The structure of approximative numerals in German. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.325. Open Library of Humanities.",188
glossa4990,"The internal, the external and the hybrid: The state of the art and a new characterization of language as a natural object",,"Balari, Sergio and Lorenzo, Guillermo","Balari, Sergio & Guillermo Lorenzo. 2018. The internal, the external and the hybrid: The state of the art and a new characterization of language as a natural object. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.330. Open Library of Humanities.",3
glossa4991,Mass-count distinction in Chinese-English bilingual students,,"Yin, Bin and O’Brien, Beth Ann","Yin, Bin & Beth Ann O’Brien. 2018. Mass-count distinction in Chinese-English bilingual students. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.382. Open Library of Humanities.",0
glossa4992,Existential unaccusativity and new discourse referents,,"Irwin, Patricia","Irwin, Patricia. 2018. Existential unaccusativity and new discourse referents. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.283. Open Library of Humanities.",4
glossa4993,"Modifying plurals, classifiers, and co-occurrence: The case of Korean",,"Kim, Kyumin and Melchin, Paul B.","Kim, Kyumin & Paul B. Melchin. 2018. Modifying plurals, classifiers, and co-occurrence: The case of Korean. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.397. Open Library of Humanities.",68
glossa4994,C-T Inheritance and the left periphery in Old Japanese,,"Aldridge, Edith","Aldridge, Edith. 2018. C-T Inheritance and the left periphery in Old Japanese. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.254. Open Library of Humanities.",50
glossa4995,Offline interpretation of subject pronouns by native speakers of Spanish,,"Chamorro, Gloria","Chamorro, Gloria. 2018. Offline interpretation of subject pronouns by native speakers of Spanish. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.256. Open Library of Humanities.",19
glossa4996,"If you cannot agree, move on! On labels and non-nominative subjects",,"Citko, Barbara and Germain, Allison and Witkoś, Jacek","Citko, Barbara, Allison Germain & Jacek Witkoś. 2018. If you cannot agree, move on! On labels and non-nominative subjects. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.399. Open Library of Humanities.",166
glossa4997,Grammatical versus lexical words in theory and aphasia: Integrating linguistics and neurolinguistics,,"Boye, Kasper and Bastiaanse, Roelien","Boye, Kasper & Roelien Bastiaanse. 2018. Grammatical versus lexical words in theory and aphasia: Integrating linguistics and neurolinguistics. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.436. Open Library of Humanities.",10
glossa4998,The left edge of the word in the Berber derivational morphology,,"Lahrouchi, Mohamed","Lahrouchi, Mohamed. 2018. The left edge of the word in the Berber derivational morphology. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.250. Open Library of Humanities.",0
glossa4999,Deconstructing categories syncretic with the nominal complementizer,,"Baunaz, Lena and Lander, Eric","Baunaz, Lena & Eric Lander. 2018. Deconstructing categories syncretic with the nominal complementizer. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.349. Open Library of Humanities.",2
glossa5000,No longer an orphan: evidence for appositive attachment from sentence comprehension,,"Dillon, Brian and Frazier, Lyn and Clifton, Charles","Dillon, Brian, Lyn Frazier & Charles Clifton. 2018. No longer an orphan: evidence for appositive attachment from sentence comprehension. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.379. Open Library of Humanities.",3
glossa5001,"The scope of children’s scope: Representation, parsing and learning",,"Lidz, Jeffrey","Lidz, Jeffrey. 2018. The scope of children’s scope: Representation, parsing and learning. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.339. Open Library of Humanities.",4
glossa5002,"On the unified analysis of three types of relative clause construction in Japanese, and on the “salient reading” of the internally headed type. A reply to Erlewine & Gould (2016)",,"Grosu, Alexander and Hoshi, Koji","Grosu, Alexander & Koji Hoshi. 2018. On the unified analysis of three types of relative clause construction in Japanese, and on the “salient reading” of the internally headed type. A reply to Erlewine & Gould (2016). Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.577. Open Library of Humanities.",27
glossa5003,Unergatives are different: Two types of transitivity in Samoan,,"Tollan, Rebecca","Tollan, Rebecca. 2018. Unergatives are different: Two types of transitivity in Samoan. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.223. Open Library of Humanities.",93
glossa5004,Mincing words: Balancing recovery and deletion in word truncation,,"Pham, Mike and Lee, Jackson L.","Pham, Mike & Jackson L. Lee. 2018. Mincing words: Balancing recovery and deletion in word truncation. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.269. Open Library of Humanities.",0
glossa5005,"Quantifying sentence acceptability measures: Reliability, bias, and variability",,"Langsford, Steven and Perfors, Amy and Hendrickson, Andrew T. and Kennedy, Lauren A. and Navarro, Danielle J.","Langsford, Steven, Amy Perfors, Andrew T. Hendrickson, Lauren A. Kennedy & Danielle J. Navarro. 2018. Quantifying sentence acceptability measures: Reliability, bias, and variability. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.396. Open Library of Humanities.",0
glossa5006,Auditory disruption improves word segmentation: A functional basis for lenition phenomena,,"Katz, Jonah and Fricke, Melinda","Katz, Jonah & Melinda Fricke. 2018. Auditory disruption improves word segmentation: A functional basis for lenition phenomena. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.443. Open Library of Humanities.",0
glossa5007,"Grammaticalized number, implicated presuppositions, and the plural",,"Liter, Adam and Huelskamp, Tess and Heffner, Christopher C. and Schmitt, Cristina","Liter, Adam, Tess Huelskamp, Christopher C. Heffner & Cristina Schmitt. 2018. Grammaticalized number, implicated presuppositions, and the plural. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.532. Open Library of Humanities.",3
glossa5008,Recognizing copies: On the definition of Non-Distinctiveness,,"Pérez, Carlos Muñoz","Pérez, Carlos Muñoz. 2018. Recognizing copies: On the definition of Non-Distinctiveness. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.271. Open Library of Humanities.",27
glossa5009,Nominal structure in a language without articles: The case of Estonian,,"Norris, Mark","Norris, Mark. 2018. Nominal structure in a language without articles: The case of Estonian. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.384. Open Library of Humanities.",87
glossa5010,"Selection, idioms, and the structure of nominal phrases with and without classifiers",,"Bruening, Benjamin and Dinh, Xuyen and Kim, Lan","Bruening, Benjamin, Xuyen Dinh & Lan Kim. 2018. Selection, idioms, and the structure of nominal phrases with and without classifiers. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.288. Open Library of Humanities.",72
glossa5011,What the EPP and COMP-trace effects have in common: Constraining silent elements at the edge,,"McFadden, Thomas and Sundaresan, Sandhya","McFadden, Thomas & Sandhya Sundaresan. 2018. What the EPP and COMP-trace effects have in common: Constraining silent elements at the edge. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.419. Open Library of Humanities.",4
glossa5012,Thank you to reviewers (2015–2018),,"Han, Chung-hye and Köhnlein, Björn and Paul, Waltraud and Rooryck, Johan and Tsimpli, Ianthi and Vanden Wyngaerd, Guido","Han, Chung-hye, Björn Köhnlein, Waltraud Paul, Johan Rooryck, Ianthi Tsimpli & Guido Vanden Wyngaerd. 2018. Thank you to reviewers (2015–2018). Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.665. Open Library of Humanities.",0
glossa5013,Quantity judgment studies in Yudja (Tupi): Acquisition and interpretation of nouns,,"Lima, Suzi","Lima, Suzi. 2018. Quantity judgment studies in Yudja (Tupi): Acquisition and interpretation of nouns. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.359. Open Library of Humanities.",21
glossa5014,Second-language processing of English mass-count nouns by native-speakers of Korean,,"MacDonald, Danica and Carroll, Susanne E.","MacDonald, Danica & Susanne E. Carroll. 2018. Second-language processing of English mass-count nouns by native-speakers of Korean. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.363. Open Library of Humanities.",4
glossa5015,Latent homomorphism and content satisfaction: The double life of Turkic auxiliary –(İ)p bol–,,"McKenzie, Andrew and Eziz, Gülnar and Major, Travis","McKenzie, Andrew, Gülnar Eziz & Travis Major. 2018. Latent homomorphism and content satisfaction: The double life of Turkic auxiliary –(İ)p bol–. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.422. Open Library of Humanities.",47
glossa5016,"Exponence, allomorphy and haplology in the number and State morphology of Modern Hebrew",,"Faust, Noam","Faust, Noam. 2018. Exponence, allomorphy and haplology in the number and State morphology of Modern Hebrew. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.228. Open Library of Humanities.",2
glossa5017,Intervention effects in NPI licensing: A quantitative assessment of the scalar implicature explanation,,"Denić, Milica and Chemla, Emmanuel and Tieu, Lyn","Denić, Milica, Emmanuel Chemla & Lyn Tieu. 2018. Intervention effects in NPI licensing: A quantitative assessment of the scalar implicature explanation. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.388. Open Library of Humanities.",0
glossa5018,The pragmatics of descriptive and metalinguistic negation: experimental data from French,,"Blochowiak, Joanna and Grisot, Cristina","Blochowiak, Joanna & Cristina Grisot. 2018. The pragmatics of descriptive and metalinguistic negation: experimental data from French. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.440. Open Library of Humanities.",2
glossa5019,Complex copula systems as suppletive allomorphy,,"Myler, Neil","Myler, Neil. 2018. Complex copula systems as suppletive allomorphy. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.214. Open Library of Humanities.",48
glossa5020,The mass-count distinction in Dutch-speaking children with specific language impairment,,"van Witteloostuijn, Merel and Schaeffer, Jeannette","Witteloostuijn, Merel van & Jeannette Schaeffer. 2018. The mass-count distinction in Dutch-speaking children with specific language impairment. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.370. Open Library of Humanities.",2
glossa5021,Adverb placement among heritage speakers of Spanish,,"Camacho, José and Kirova, Alena","Camacho, José & Alena Kirova. 2018. Adverb placement among heritage speakers of Spanish. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.430. Open Library of Humanities.",17
glossa5022,Nouns are both mass and count: Evidence from unclassified nouns in adult and child Mandarin Chinese,,"Lin, Jing and Schaeffer, Jeannette","Lin, Jing & Jeannette Schaeffer. 2018. Nouns are both mass and count: Evidence from unclassified nouns in adult and child Mandarin Chinese. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.406. Open Library of Humanities.",20
glossa5023,Probabilistic grammar and constructional predictability: Bayesian generalized additive models of help + (to) Infinitive in varieties of web-based English,,"Levshina, Natalia","Levshina, Natalia. 2018. Probabilistic grammar and constructional predictability: Bayesian generalized additive models of help + (to) Infinitive in varieties of web-based English. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.294. Open Library of Humanities.",0
glossa5024,Metalinguistic negation from an informational perspective,,"Larrivée, Pierre","Larrivée, Pierre. 2018. Metalinguistic negation from an informational perspective. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.403. Open Library of Humanities.",12
glossa5025,Word order in German child language and child-directed speech: A corpus analysis on the ordering of double objects in the German middlefield,,"Sauerman, Antje and Höhle, Barbara","Sauerman, Antje & Barbara Höhle. 2018. Word order in German child language and child-directed speech: A corpus analysis on the ordering of double objects in the German middlefield. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.281. Open Library of Humanities.",24
glossa5026,A set of semantic and pragmatic criteria for descriptive vs. metalinguistic negation,,"Moeschler, Jacques","Moeschler, Jacques. 2018. A set of semantic and pragmatic criteria for descriptive vs. metalinguistic negation. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.439. Open Library of Humanities.",40
glossa5027,This is personal: Impersonal middles as disposition ascriptions,,"Lekakou, Marika and Pitteroff, Marcel","Lekakou, Marika & Marcel Pitteroff. 2018. This is personal: Impersonal middles as disposition ascriptions. Glossa: a journal of general linguistics 3(1). doi: 10.5334/gjgl.487. Open Library of Humanities.",96
