ID,Name,Description,Contributor,Citation,Examples_Count
glossa5416,The German additive particle noch: Testing the role of topic situations,,"Grubic, Mira and Wierzba, Marta","Grubic, Mira & Marta Wierzba. 2021. The German additive particle noch: Testing the role of topic situations. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1275. Open Library of Humanities.",37
glossa5417,When missing NPs make double center-embedding sentences acceptable,,"Huang, Nick and Phillips, Colin","Huang, Nick & Colin Phillips. 2021. When missing NPs make double center-embedding sentences acceptable. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1292. Open Library of Humanities.",20
glossa5418,On the locus and licensing of edge features,,"Nunes, Jairo","Nunes, Jairo. 2021. On the locus and licensing of edge features. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1113. Open Library of Humanities.",39
glossa5419,Constituent order in Serbian Sign Language declarative clauses,,"Bajić, Dragana Raičević and Vermeerbergen, Myriam and Schembri, Adam and Van Herreweghe, Mieke","Bajić, Dragana Raičević, Myriam Vermeerbergen, Adam Schembri & Mieke Van Herreweghe. 2021. Constituent order in Serbian Sign Language declarative clauses. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1357. Open Library of Humanities.",0
glossa5420,Morphophonological gradience in Korean n-insertion,,"Jun, Jongho","Jun, Jongho. 2021. Morphophonological gradience in Korean n-insertion. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1401. Open Library of Humanities.",0
glossa5421,"Prosodic salience in Anal Naga: where non-arbitrariness, phaticity and engagement meet",,"Ozerov, Pavel","Ozerov, Pavel. 2021. Prosodic salience in Anal Naga: where non-arbitrariness, phaticity and engagement meet. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.967. Open Library of Humanities.",18
glossa5422,Postsyntactic Lowering and linear relations in Dagur noun phrases,,"Gong, Zhiyu Mia","Gong, Zhiyu Mia. 2021. Postsyntactic Lowering and linear relations in Dagur noun phrases. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1397. Open Library of Humanities.",88
glossa5423,Input and output locality and representation,,"Chandlee, Jane and Jardine, Adam","Chandlee, Jane & Adam Jardine. 2021. Input and output locality and representation. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1423. Open Library of Humanities.",1
glossa5424,Bilingual Children’s Use of the ‘Maximize Presupposition’ Principle,,"Stateva, Penka and Andreetta, Sara and Reboul, Anne and Stepanov, Arthur","Stateva, Penka, Sara Andreetta, Anne Reboul & Arthur Stepanov. 2021. Bilingual Children’s Use of the ‘Maximize Presupposition’ Principle. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1236. Open Library of Humanities.",21
glossa5425,Micro-variation in subject realization and interpretation: an introduction,,"Di Domenico, Elisa and Matteini, Simona","Di Domenico, Elisa & Simona Matteini. 2021. Micro-variation in subject realization and interpretation: an introduction. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1610. Open Library of Humanities.",7
glossa5426,"NPs in German: Locality, theta roles, possessives, and genitive arguments",,"Machicao y Priemer, Antonio and Müller, Stefan","Priemer, Antonio Machicao y & Stefan Müller. 2021. NPs in German: Locality, theta roles, possessives, and genitive arguments. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1128. Open Library of Humanities.",74
glossa5427,The polarity asymmetry of negative strengthening: dissociating adjectival polarity from face-threatening potential,,"Mazzarella, Diana and Gotzner, Nicole","Mazzarella, Diana & Nicole Gotzner. 2021. The polarity asymmetry of negative strengthening: dissociating adjectival polarity from face-threatening potential. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1342. Open Library of Humanities.",0
glossa5428,Children’s subjects in Clitic Left Dislocations in Italian,,"Manetti, Claudia and Belletti, Adriana","Manetti, Claudia & Adriana Belletti. 2021. Children’s subjects in Clitic Left Dislocations in Italian. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.995. Open Library of Humanities.",4
glossa5429,Deriving preverbal position in a verb-final language: the case of Hittite,,"Lyutikova, Ekaterina A. and Sideltsev, Andrei V.","Lyutikova, Ekaterina A. & Andrei V. Sideltsev. 2021. Deriving preverbal position in a verb-final language: the case of Hittite. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1216. Open Library of Humanities.",71
glossa5430,Failures of Gricean reasoning and the role of stereotypes in the production of gender marking in French,,"Pozniak, Céline and Burnett, Heather","Pozniak, Céline & Heather Burnett. 2021. Failures of Gricean reasoning and the role of stereotypes in the production of gender marking in French. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1310. Open Library of Humanities.",2
glossa5431,A cross-linguistic view on the obligatory insertion of additive particles — Maximize Presupposition vs. Obligatory Implicatures,,"Bade, Nadine and Renans, Agata","Bade, Nadine & Agata Renans. 2021. A cross-linguistic view on the obligatory insertion of additive particles — Maximize Presupposition vs. Obligatory Implicatures. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.727. Open Library of Humanities.",19
glossa5432,"From meteorology to linguistics: what precipitation constructions in English, French and Spanish tell us about arguments, argumenthood, and the architecture of the grammar",,"Álvarez-López, Yadira","Álvarez-López, Yadira. 2021. From meteorology to linguistics: what precipitation constructions in English, French and Spanish tell us about arguments, argumenthood, and the architecture of the grammar. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1271. Open Library of Humanities.",36
glossa5433,Agent entailments and the division of labor between functional structure and roots,,"Ausensi, Josep and Yu, Jianrong and Smith, Ryan Walter","Ausensi, Josep, Jianrong Yu & Ryan Walter Smith. 2021. Agent entailments and the division of labor between functional structure and roots. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1207. Open Library of Humanities.",4
glossa5434,Nasal allophony and nasalization in Xochistlahuaca Amuzgo,,"Dobui, Bien","Dobui, Bien. 2021. Nasal allophony and nasalization in Xochistlahuaca Amuzgo. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1056. Open Library of Humanities.",0
glossa5435,Word order in French: the role of animacy,,"Thuilier, Juliette and Grant, Margaret and Crabbé, Benoît and Abeillé, Anne","Thuilier, Juliette, Margaret Grant, Benoît Crabbé & Anne Abeillé. 2021. Word order in French: the role of animacy. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1155. Open Library of Humanities.",25
glossa5436,Updating the typology of definiteness: Evidence from bare nouns in Shan,,"Moroney, Mary","Moroney, Mary. 2021. Updating the typology of definiteness: Evidence from bare nouns in Shan. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1221. Open Library of Humanities.",48
glossa5437,"Obviation in Hungarian: what is its scope, and is it due to competition?",,"Szabolcsi, Anna","Szabolcsi, Anna. 2021. Obviation in Hungarian: what is its scope, and is it due to competition?. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1421. Open Library of Humanities.",30
glossa5438,Faded copies: Reduplication as distribution of activity,,"Zimmermann, Eva","Zimmermann, Eva. 2021. Faded copies: Reduplication as distribution of activity. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1117. Open Library of Humanities.",3
glossa5439,Revisiting subjunctive obviation in French: a formal acceptability judgment study,,"Feldhausen, Ingo and Buchczyk, Sebastian","Feldhausen, Ingo & Sebastian Buchczyk. 2021. Revisiting subjunctive obviation in French: a formal acceptability judgment study. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1219. Open Library of Humanities.",18
glossa5440,What conditions tone paradigms in Yukuna: Phonological and machine learning approaches,,"Lemus-Serrano, Magdalena and Allassonnière-Tang, Marc and Dediu, Dan","Lemus-Serrano, Magdalena, Marc Allassonnière-Tang & Dan Dediu. 2021. What conditions tone paradigms in Yukuna: Phonological and machine learning approaches. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1276. Open Library of Humanities.",0
glossa5441,Towards a non-arbitrary account of affricates and affrication,,"Pöchtrager, Markus A.","Pöchtrager, Markus A. 2021. Towards a non-arbitrary account of affricates and affrication. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1116. Open Library of Humanities.",0
glossa5442,Phrasal Spellout and Partial Overwrite: On an alternative to backtracking,,"Blix, Hagen","Blix, Hagen. 2021. Phrasal Spellout and Partial Overwrite: On an alternative to backtracking. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1614. Open Library of Humanities.",0
glossa5443,"Representing the moraic nasal in Japanese: evidence from Tōkyō, Ōsaka and Kagoshima",,"Youngberg, Connor","Youngberg, Connor. 2021. Representing the moraic nasal in Japanese: evidence from Tōkyō, Ōsaka and Kagoshima. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1099. Open Library of Humanities.",0
glossa5444,Span–conditioned allomorphy and late linearization: Evidence from the Classical Greek perfect,,"Schreiner, Sylvia L. R.","Schreiner, Sylvia L. R. 2021. Span–conditioned allomorphy and late linearization: Evidence from the Classical Greek perfect. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1400. Open Library of Humanities.",0
glossa5445,A direct analysis of Lithuanian phrasal comparatives,,"Vaikšnoraitė, Elena","Vaikšnoraitė, Elena. 2021. A direct analysis of Lithuanian phrasal comparatives. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.935. Open Library of Humanities.",53
glossa5446,"Corpus, experimental and modeling investigations of cross-linguistic differences in pronoun resolution preferences",,"Schulz, Miriam and Burnett, Heather and Hemforth, Barbara","Schulz, Miriam, Heather Burnett & Barbara Hemforth. 2021. Corpus, experimental and modeling investigations of cross-linguistic differences in pronoun resolution preferences. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1142. Open Library of Humanities.",3
glossa5447,"Individuals, communities, and sound change: an introduction",,"Hall-Lew, Lauren and Honeybone, Patrick and Kirby, James","Hall-Lew, Lauren, Patrick Honeybone & James Kirby. 2021. Individuals, communities, and sound change: an introduction. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1630. Open Library of Humanities.",0
glossa5448,Developing the feature inventory of the inherent cases,,"Middleton, Jane","Middleton, Jane. 2021. Developing the feature inventory of the inherent cases. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.933. Open Library of Humanities.",0
glossa5449,Mechanisms of productivity in word formation: Transitivity alternations in Japanese,,"Kitagawa, Chisato","Kitagawa, Chisato. 2021. Mechanisms of productivity in word formation: Transitivity alternations in Japanese. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1304. Open Library of Humanities.",72
glossa5450,Morphosyntax of specific and non-specific indefinite markers,,"Dekier, Jakub","Dekier, Jakub. 2021. Morphosyntax of specific and non-specific indefinite markers. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1233. Open Library of Humanities.",43
glossa5451,On the interpretation of expressive adjectives: pragmatics or syntax?,,"Bross, Fabian","Bross, Fabian. 2021. On the interpretation of expressive adjectives: pragmatics or syntax?. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1214. Open Library of Humanities.",0
glossa5452,Asymmetries in relative clause comprehension in three European sign languages,,"Hauser, Charlotte and Zorzi, Giorgia and Aristodemo, Valentina and Giustolisi, Beatrice and Gras, Doriane and Sala, Rita and Amat, Jordina Sánchez and Cecchetto, Carlo and Donati, Caterina","Hauser, Charlotte, Giorgia Zorzi, Valentina Aristodemo, Beatrice Giustolisi, Doriane Gras, Rita Sala, Jordina Sánchez Amat, Carlo Cecchetto & Caterina Donati. 2021. Asymmetries in relative clause comprehension in three European sign languages. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1454. Open Library of Humanities.",5
glossa5453,On the position of subjects in Spanish: Evidence from code-switching,,"Hoot, Bradley and Ebert, Shane","Hoot, Bradley & Shane Ebert. 2021. On the position of subjects in Spanish: Evidence from code-switching. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1449. Open Library of Humanities.",20
glossa5454,Gradience in prosodic representation: vowel reduction and neoclassical elements in Brazilian Portuguese,,"Guzzo, Natália Brambatti and Garcia, Guilherme Duarte","Guzzo, Natália Brambatti & Guilherme Duarte Garcia. 2021. Gradience in prosodic representation: vowel reduction and neoclassical elements in Brazilian Portuguese. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1413. Open Library of Humanities.",12
glossa5455,Inductive general grammar,,"Abney, Steven","Abney, Steven. 2021. Inductive general grammar. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1332. Open Library of Humanities.",0
glossa5456,Partially ordered case hierarchies,,"Bárány, András","Bárány, András. 2021. Partially ordered case hierarchies. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1451. Open Library of Humanities.",25
glossa5457,"On finite embedded clauses in Tuparí: their synchrony, diachrony, and typology",,"Singerman, Adam Roth","Singerman, Adam Roth. 2021. On finite embedded clauses in Tuparí: their synchrony, diachrony, and typology. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1394. Open Library of Humanities.",3
glossa5458,Do thus: an investigation into anaphoric event reference,,"Wampler, Joshua","Wampler, Joshua. 2021. Do thus: an investigation into anaphoric event reference. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1297. Open Library of Humanities.",0
glossa5459,Size sound symbolism in the English lexicon,,"Winter, Bodo and Perlman, Marcus","Winter, Bodo & Marcus Perlman. 2021. Size sound symbolism in the English lexicon. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1646. Open Library of Humanities.",0
glossa5460,Sentence-internal different and lexical reciprocity,,"Fishman, Alon","Fishman, Alon. 2021. Sentence-internal different and lexical reciprocity. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1440. Open Library of Humanities.",11
glossa5461,"Big accents in Stockholm Swedish: Nuclear accents, prenuclear accents, and initiality accents",,"Myrberg, Sara","Myrberg, Sara. 2021. Big accents in Stockholm Swedish: Nuclear accents, prenuclear accents, and initiality accents. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1227. Open Library of Humanities.",26
glossa5462,Deconstructing North Sámi sensive verbs,,"Julien, Marit","Julien, Marit. 2021. Deconstructing North Sámi sensive verbs. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1316. Open Library of Humanities.",25
glossa5463,On not-at-issueness in pictures,,"Esipova, Maria","Esipova, Maria. 2021. On not-at-issueness in pictures. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1314. Open Library of Humanities.",10
glossa5464,Metacommunicative-why fragments as probes into the grammar of the speech act layer,,"Woods, Rebecca and Vicente, Luis","Woods, Rebecca & Luis Vicente. 2021. Metacommunicative-why fragments as probes into the grammar of the speech act layer. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1169. Open Library of Humanities.",29
glossa5465,Pronominal right-dislocation in Norwegian,,"Borthen, Kaja and Karagjosova, Elena","Borthen, Kaja & Elena Karagjosova. 2021. Pronominal right-dislocation in Norwegian. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1025. Open Library of Humanities.",13
glossa5466,Clitics are not enough: on agreement and null subjects in Brazilian Venetan,,"Frasson, Alberto","Frasson, Alberto. 2021. Clitics are not enough: on agreement and null subjects in Brazilian Venetan. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1697. Open Library of Humanities.",31
glossa5467,Revisiting the clause periphery in Polynesian languages,,"Middleton, John","Middleton, John. 2021. Revisiting the clause periphery in Polynesian languages. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1476. Open Library of Humanities.",31
glossa5468,Overabundance and inflectional classification: Quantitative evidence from Czech,,"Guzmán Naranjo, Matías and Bonami, Olivier","Guzmán Naranjo, Matías & Olivier Bonami. 2021. Overabundance and inflectional classification: Quantitative evidence from Czech. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1626. Open Library of Humanities.",0
glossa5469,Spanish is not different: On the universality of minimal structure and locality principles,,"Aguilar, Miriam and Grillo, Nino","Aguilar, Miriam & Nino Grillo. 2021. Spanish is not different: On the universality of minimal structure and locality principles. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1251. Open Library of Humanities.",27
glossa5470,Varying Abstractions: a conceptual vs. distributional view on prepositional polysemy,,"Fonteyn, Lauren","Fonteyn, Lauren. 2021. Varying Abstractions: a conceptual vs. distributional view on prepositional polysemy. Glossa: a journal of general linguistics 6(1). doi: 10.5334/gjgl.1323. Open Library of Humanities.",0
glossa5694,"On the synchrony, variation and diachrony of adverbial exceptive clauses in Polish",,"Jêdrzejowski, £ukasz","Jêdrzejowski, £ukasz. 2021. On the synchrony, variation and diachrony of adverbial exceptive clauses in Polish. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5694. Open Library of Humanities.",69
glossa5695,Khoekhoegowab tone sandhi: New experimental evidence,,"Kusmer, Leland Paul","Kusmer, Leland Paul. 2021. Khoekhoegowab tone sandhi: New experimental evidence. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5695. Open Library of Humanities.",73
glossa5696,Structural and phonological cues for gender assignment in monolingual and bilingual children acquiring German. Experiments with real and nonce words,,"Kupisch, Tanja and Geiss, Miriam and Mitrofanova, Natalia and Westergaard, Marit","Kupisch, Tanja, Miriam Geiss, Natalia Mitrofanova & Marit Westergaard. 2022. Structural and phonological cues for gender assignment in monolingual and bilingual children acquiring German. Experiments with real and nonce words. Glossa: a journal of general linguistics 7(1). doi: 10.16995/glossa.5696. Open Library of Humanities.",11
glossa5697,Semantic-role prominence is contingent on referent prominence in discourse: Experimental evidence from impersonals and passives in Polish,,"Kretzschmar, Franziska and Prenner, Maria Katarzyna and Primus, Beatrice and Bunèiæ, Daniel","Kretzschmar, Franziska, Maria Katarzyna Prenner, Beatrice Primus & Daniel Bunèiæ. 2022. Semantic-role prominence is contingent on referent prominence in discourse: Experimental evidence from impersonals and passives in Polish. Glossa: a journal of general linguistics 7(1). doi: 10.16995/glossa.5697. Open Library of Humanities.",10
glossa5698,nà-Cleft (non-)exhaustivity: Variability in Akan,,"De Veaugh-Geiss, Joseph P.","De Veaugh-Geiss, Joseph P. 2021. nà-Cleft (non-)exhaustivity: Variability in Akan. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5698. Open Library of Humanities.",27
glossa5699,The English past tense as a definite description,,"Zhao, Ruoying","Zhao, Ruoying. 2023. The English past tense as a definite description. Glossa: a journal of general linguistics 8(1). doi: 10.16995/glossa.5699. Open Library of Humanities.",10
glossa5700,The interpretative options of anaphoric complex demonstratives,,"Hinterwimmer, Stefan and Patil, Umesh","Hinterwimmer, Stefan & Umesh Patil. 2022. The interpretative options of anaphoric complex demonstratives. Glossa: a journal of general linguistics 7(1). doi: 10.16995/glossa.5700. Open Library of Humanities.",0
glossa5701,The accusative/genitive alternation in Bosnian/Croatian/Serbian,,"Husić, Halima and Renans, Agata","Husić, Halima & Agata Renans. 2022. The accusative/genitive alternation in Bosnian/Croatian/Serbian. Glossa: a journal of general linguistics 7(1). doi: 10.16995/glossa.5701. Open Library of Humanities.",48
glossa5702,The representation of sC-clusters: A Strict CV analysis,,"Polgárdi, Krisztina","Polgárdi, Krisztina. 2022. The representation of sC-clusters: A Strict CV analysis. Glossa: a journal of general linguistics 7(1). doi: 10.16995/glossa.5702. Open Library of Humanities.",0
glossa5703,"The evolution of possessive phrases and the rise of DP in French, Spanish, and Portuguese",,"Simonenko, Alexandra and Carlier, Anne","Simonenko, Alexandra & Anne Carlier. 2022. The evolution of possessive phrases and the rise of DP in French, Spanish, and Portuguese. Glossa: a journal of general linguistics 7(1). doi: 10.16995/glossa.5703. Open Library of Humanities.",32
glossa5704,Verb-second and the verb-stranding ellipsis debate,,"Manetta, Emily","Manetta, Emily. 2021. Verb-second and the verb-stranding ellipsis debate. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5704. Open Library of Humanities.",45
glossa5705,Root infinitives in Jamaican Creole,,"De Lisser, Tamirand Nnena and Durrleman, Stephanie and Rizzi, Luigi and Shlonsky, Ur","De Lisser, Tamirand Nnena, Stephanie Durrleman, Luigi Rizzi & Ur Shlonsky. 2021. Root infinitives in Jamaican Creole. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5705. Open Library of Humanities.",73
glossa5706,Focus and Intensification in the Semantics of Brow Raise,,"Schlenker, Philippe","Schlenker, Philippe. 2021. Focus and Intensification in the Semantics of Brow Raise. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5706. Open Library of Humanities.",0
glossa5707,On quantified DPs in Baule-Kode,,"Konan, Yannick and Puskás, Genoveva","Konan, Yannick & Genoveva Puskás. 2021. On quantified DPs in Baule-Kode. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5707. Open Library of Humanities.",87
glossa5708,Definiteness without determiners in German,,"Geist, Ljudmila","Geist, Ljudmila. 2021. Definiteness without determiners in German. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5708. Open Library of Humanities.",14
glossa5710,Donkey pronouns in child Mandarin: Insights into the existential/universal dichotomy,,"Li, Yurong and Zhou, Peng and Liu, Mingming","Li, Yurong, Peng Zhou & Mingming Liu. 2021. Donkey pronouns in child Mandarin: Insights into the existential/universal dichotomy. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5710. Open Library of Humanities.",4
glossa5711,(a-)Topics and animacy,,"Belletti, Adriana and Manetti, Claudia","Belletti, Adriana & Claudia Manetti. 2021. (a-)Topics and animacy. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5711. Open Library of Humanities.",0
glossa5712,Domains and directionality in Kinande vowel harmony: a Correspondence approach,,"Downing, Laura J. and Krämer, Martin","Downing, Laura J. & Martin Krämer. 2022. Domains and directionality in Kinande vowel harmony: a Correspondence approach. Glossa: a journal of general linguistics 7(1). doi: 10.16995/glossa.5712. Open Library of Humanities.",0
glossa5713,Cumulative markedness effects and (non-)linearity in phonotactics,,"Breiss, Canaan and Albright, Adam","Breiss, Canaan & Adam Albright. 2022. Cumulative markedness effects and (non-)linearity in phonotactics. Glossa: a journal of general linguistics 7(1). doi: 10.16995/glossa.5713. Open Library of Humanities.",0
glossa5714,The periphery of vP in the theory of wh-in situ,,"Bonan, Caterina","Bonan, Caterina. 2021. The periphery of vP in the theory of wh-in situ. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5714. Open Library of Humanities.",94
glossa5716,Stages rather than ages in the acquisition of movement structures: Data from sentence repetition and 27696 spontaneous clauses,,"Friedmann, Naama and Reznick, Julia","Friedmann, Naama & Julia Reznick. 2021. Stages rather than ages in the acquisition of movement structures: Data from sentence repetition and 27696 spontaneous clauses. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5716. Open Library of Humanities.",29
glossa5717,Indexed definiteness,,"Jenks, Peter and Konate, Rassidatou","Jenks, Peter & Rassidatou Konate. 2022. Indexed definiteness. Glossa: a journal of general linguistics 7(1). doi: 10.16995/glossa.5717. Open Library of Humanities.",57
glossa5718,Labiovelars and the labial-velar hypothesis: Phonological Headedness in Bare Element Geometry,,"Ulfsbjorninn, Shanti","Ulfsbjorninn, Shanti. 2021. Labiovelars and the labial-velar hypothesis: Phonological Headedness in Bare Element Geometry. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5718. Open Library of Humanities.",0
glossa5720,Grammatical encoding of agency in Asturian middle constructions,,"Suárez-Palma, Imanol","Suárez-Palma, Imanol. 2021. Grammatical encoding of agency in Asturian middle constructions. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5720. Open Library of Humanities.",55
glossa5721,The acquisition of adverbs in child L3 French in Canada,,"Pirvulescu, Mihaela and Hill, Virginia and Nacif, Nadia and Petrescu, Maria and Helms-Park, Rena","Pirvulescu, Mihaela, Virginia Hill, Nadia Nacif, Maria Petrescu & Rena Helms-Park. 2022. The acquisition of adverbs in child L3 French in Canada. Glossa: a journal of general linguistics 7(1). doi: 10.16995/glossa.5721. Open Library of Humanities.",47
glossa5724,When pragmatics matters more for truth-value judgments: An investigation of quantifier scope ambiguity,,"Scontras, Gregory and Pearl, Lisa S.","Scontras, Gregory & Lisa S. Pearl. 2021. When pragmatics matters more for truth-value judgments: An investigation of quantifier scope ambiguity. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5724. Open Library of Humanities.",0
glossa5726,Mood variation with belief predicates: Modal comparison and the raisability of questions,,"Mari, Alda and Portner, Paul","Mari, Alda & Paul Portner. 2021. Mood variation with belief predicates: Modal comparison and the raisability of questions. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5726. Open Library of Humanities.",70
glossa5727,"Syllable weight, vowel length and focus in Lebanese Arabic",,"Kelly, Niamh E.","Kelly, Niamh E. 2021. Syllable weight, vowel length and focus in Lebanese Arabic. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5727. Open Library of Humanities.",0
glossa5728,Thematic role assignment in non-default verb classes: A cross-linguistic comparison of English and German,,"Kyriaki, Louise and Schlesewsky, Matthias and Bornkessel-Schlesewsky, Ina","Kyriaki, Louise, Matthias Schlesewsky & Ina Bornkessel-Schlesewsky. 2021. Thematic role assignment in non-default verb classes: A cross-linguistic comparison of English and German. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5728. Open Library of Humanities.",4
glossa5729,Differential Object Marking in Modern Hebrew: Definiteness and Partitivity,,"Hacohen, Aviya and Kagan, Olga and Plaut, Dana","Hacohen, Aviya, Olga Kagan & Dana Plaut. 2021. Differential Object Marking in Modern Hebrew: Definiteness and Partitivity. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5729. Open Library of Humanities.",44
glossa5730,Agreeing to bind: the case of Russian,,"Reuland, Eric and Zubkov, Peter","Reuland, Eric & Peter Zubkov. 2022. Agreeing to bind: the case of Russian. Glossa: a journal of general linguistics 7(1). doi: 10.16995/glossa.5730. Open Library of Humanities.",31
glossa5731,Feature deletion by head movement – A new solution to agreement asymmetries in Modern Standard Arabic,,"Himmelreich, Anke","Himmelreich, Anke. 2023. Feature deletion by head movement – A new solution to agreement asymmetries in Modern Standard Arabic. Glossa: a journal of general linguistics 8(1). doi: 10.16995/glossa.5731. Open Library of Humanities.",80
glossa5732,On Agree without agreement as a source of reflexive voice constructions,,"Baker, Mark C.","Baker, Mark C. 2022. On Agree without agreement as a source of reflexive voice constructions. Glossa: a journal of general linguistics 7(1). doi: 10.16995/glossa.5732. Open Library of Humanities.",48
glossa5733,Focus projection need not be based on pitch accents: evidence from Georgian,,"Borise, Lena","Borise, Lena. 2021. Focus projection need not be based on pitch accents: evidence from Georgian. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5733. Open Library of Humanities.",14
glossa5735,Memory for affixes in a long-lag priming paradigm,,"Gaston, Phoebe and Stockall, Linnaea and VanWagenen, Sarah and Marantz, Alec","Gaston, Phoebe, Linnaea Stockall, Sarah VanWagenen & Alec Marantz. 2021. Memory for affixes in a long-lag priming paradigm. Glossa: a journal of general linguistics 6(1). doi: 10.16995/glossa.5735. Open Library of Humanities.",0
glossa5737,An experimental reassessment of complex NP islands with NP-scrambling in Japanese,,"Fukuda, Shin and Tanaka, Nozomi and Ono, Hajime and Sprouse, Jon","Fukuda, Shin, Nozomi Tanaka, Hajime Ono & Jon Sprouse. 2022. An experimental reassessment of complex NP islands with NP-scrambling in Japanese. Glossa: a journal of general linguistics 7(1). doi: 10.16995/glossa.5737. Open Library of Humanities.",22
glossa5739,Two types of [NT]s in Panãra: Evidence for temporally ordered subsegments,,"Lapierre, Myriam","Lapierre, Myriam. 2023. Two types of [NT]s in Panãra: Evidence for temporally ordered subsegments. Glossa: a journal of general linguistics 8(1). doi: 10.16995/glossa.5739. Open Library of Humanities.",14
